filename_mel,prob_ai_mel,prob_human_mel,true_label_mel,pred_label_mel,base_filename,filename_lyrics,prob_ai_lyrics,prob_human_lyrics,true_label_lyrics,pred_label_lyrics,filename_mfcc,prob_ai_mfcc,prob_human_mfcc,true_label_mfcc,pred_label_mfcc,filename_cqt,prob_ai_cqt,prob_human_cqt,true_label_cqt,pred_label_cqt,filename_melt,prob_ai_melt,prob_human_melt,true_label_melt,pred_label_melt,filename_mfcct,prob_ai_mfcct,prob_human_mfcct,true_label_mfcct,pred_label_mfcct,weighted_prob_ai,weighted_prob_human,final_pred_label
H279N-Mel_Spectrogram.png,1.1099976493511574e-09,1.0,1,1,H279N,,,,,,H279N-MFCC.png,5.507722099576395e-13,1.0,1,1,H279N-CQT.png,1.6755206111440655e-09,1.0,1,1,H279N.pt,0.999808,0.000192,1,1,H279N.pt,0.999998,2e-06,1,1,8.344358506029089e-10,1.0,1
H8167N-Mel_Spectrogram.png,6.551629239126554e-10,1.0,1,1,H8167N,,,,,,H8167N-MFCC.png,1.3672250133822672e-05,0.9999862909317015,1,1,H8167N-CQT.png,4.0464362882630667e-07,0.9999996423721312,1,1,H8167N.pt,0.999085,0.000915,1,1,H8167N.pt,0.999998,2e-06,1,1,4.6251848975405645e-06,0.9999953707059224,1
S4594RN_segment_1-Mel_Spectrogram.png,1.0,8.372043835101761e-13,0,0,S4594RN_segment_1,,,,,,S4594RN_segment_1-MFCC.png,1.0,1.766646939849181e-09,0,0,S4594RN_segment_1-CQT.png,0.998728573322296,0.0012714118929579,0,0,S4594RN_segment_1.pt,4.2e-05,0.999958,0,0,S4594RN_segment_1.pt,1e-06,0.999999,0,0,0.999788095553716,0.00021190257146056545,0
U524RN_segment_1_stretched-Mel_Spectrogram.png,1.0,5.991906970592709e-10,0,0,U524RN_segment_1_stretched,,,,,,U524RN_segment_1_stretched-MFCC.png,1.0,6.5424814003900425e-12,0,0,U524RN_segment_1_stretched-CQT.png,1.0,1.357173040616999e-09,0,0,U524RN_segment_1_stretched.pt,1.9e-05,0.999981,0,0,U524RN_segment_1_stretched.pt,1e-06,0.999999,0,0,1.0,5.279716824325986e-10,0
U1301RN_segment_2_stretched-Mel_Spectrogram.png,0.9999868869781494,1.315380086452933e-05,0,0,U1301RN_segment_2_stretched,,,,,,U1301RN_segment_2_stretched-MFCC.png,1.0,3.451138680388155e-12,0,0,U1301RN_segment_2_stretched-CQT.png,0.999876856803894,0.0001231662899954,0,0,U1301RN_segment_2_stretched.pt,5.2e-05,0.999948,0,0,U1301RN_segment_2_stretched.pt,1e-06,0.999999,0,0,0.999972919623057,2.710461658187756e-05,0
H22433N-Mel_Spectrogram.png,9.916481857885628e-09,1.0,1,1,H22433N,,,,,,H22433N-MFCC.png,2.032459815382026e-05,0.9999797344207764,1,1,H22433N-CQT.png,1.2666443581110798e-05,0.9999873638153076,1,1,H22433N.pt,0.999989,1.1e-05,1,1,H22433N.pt,0.999998,2e-06,1,1,8.890898222387495e-06,0.9999911387761433,1
S2018RN_segment_1-Mel_Spectrogram.png,1.0,1.5551948617797958e-11,0,0,S2018RN_segment_1,,,,,,S2018RN_segment_1-MFCC.png,0.999997615814209,2.3449176751455525e-06,0,0,S2018RN_segment_1-CQT.png,1.0,1.174215564191117e-12,0,0,S2018RN_segment_1.pt,9.1e-05,0.999909,0,0,S2018RN_segment_1.pt,2e-06,0.999998,0,0,0.999999205271403,7.816471967254204e-07,0
S4062RN_segment_1-Mel_Spectrogram.png,0.9999780654907228,2.1978419681545347e-05,0,0,S4062RN_segment_1,,,,,,S4062RN_segment_1-MFCC.png,0.0498140156269073,0.950186014175415,0,1,S4062RN_segment_1-CQT.png,0.9999048709869384,9.513563418295234e-05,0,0,S4062RN_segment_1.pt,0.995339,0.004661,0,1,S4062RN_segment_1.pt,1e-06,0.999999,0,0,0.6832445164521536,0.31675551654067624,0
U379RN_segment_2_stretched-Mel_Spectrogram.png,1.0,9.72198085924525e-11,0,0,U379RN_segment_2_stretched,,,,,,U379RN_segment_2_stretched-MFCC.png,1.0,1.3909440370262166e-15,0,0,U379RN_segment_2_stretched-CQT.png,0.9993464350700378,0.0006535423453897,0,0,U379RN_segment_2_stretched.pt,3.2e-05,0.999968,0,0,U379RN_segment_2_stretched.pt,6e-06,0.999994,0,0,0.999891072511673,0.00010892377284198461,0
H17644N-Mel_Spectrogram.png,4.016103218873468e-07,0.9999996423721312,1,1,H17644N,,,,,,H17644N-MFCC.png,0.0057494421489536,0.9942505359649658,1,1,H17644N-CQT.png,2.436391923765769e-07,0.9999997615814208,1,1,H17644N.pt,0.997477,0.002523,1,1,H17644N.pt,0.999998,2e-06,1,1,0.001916722128010873,0.9980832934379575,1
U1081RN_segment_2-Mel_Spectrogram.png,1.0,2.850057412295825e-10,0,0,U1081RN_segment_2,U1081RN_segment_2_lyrics.txt,0.1070261299610138,0.8929738402366638,0.0,1.0,U1081RN_segment_2-MFCC.png,1.0,1.2659078230115026e-09,0,0,U1081RN_segment_2-CQT.png,0.000115285605716,0.9998847246170044,0,1,U1081RN_segment_2.pt,6.6e-05,0.999934,0,0,U1081RN_segment_2.pt,2e-06,0.999998,0,0,0.7607199058369588,0.23928009322424199,0
S5037RN_segment_2_shifted-Mel_Spectrogram.png,1.0,5.2710744502349347e-17,0,0,S5037RN_segment_2_shifted,,,,,,S5037RN_segment_2_shifted-MFCC.png,1.0,1.7309025736310598e-19,0,0,S5037RN_segment_2_shifted-CQT.png,1.0,1.233265989331045e-10,0,0,S5037RN_segment_2_shifted.pt,1e-06,0.999999,0,0,S5037RN_segment_2_shifted.pt,0.0,1.0,0,0,1.0,2.055445956858642e-11,0
S5248RN_segment_1-Mel_Spectrogram.png,1.0,2.1168810248554245e-13,0,0,S5248RN_segment_1,,,,,,S5248RN_segment_1-MFCC.png,1.0,6.54635070110321e-12,0,0,S5248RN_segment_1-CQT.png,0.9999877214431764,1.2326108844717965e-05,0,0,S5248RN_segment_1.pt,6e-06,0.999994,0,0,S5248RN_segment_1.pt,2e-06,0.999998,0,0,0.9999979535738627,2.0543537620806125e-06,0
