filename_mel,prob_ai_mel,prob_human_mel,true_label_mel,pred_label_mel,base_filename,filename_lyrics,prob_ai_lyrics,prob_human_lyrics,true_label_lyrics,pred_label_lyrics,filename_mfcc,prob_ai_mfcc,prob_human_mfcc,true_label_mfcc,pred_label_mfcc,filename_plp,prob_ai_plp,prob_human_plp,true_label_plp,pred_label_plp,filename_cqt,prob_ai_cqt,prob_human_cqt,true_label_cqt,pred_label_cqt,filename_chrm,prob_ai_chrm,prob_human_chrm,true_label_chrm,pred_label_chrm,weighted_prob_ai,weighted_prob_human,final_pred_label
S3248RN_segment_1-Mel_Spectrogram.png,1.0,4.2547779188772944e-10,0,0,S3248RN_segment_1,S3248RN_segment_1_lyrics.txt,0.9995524287223816,0.0004475489549804,0.0,0.0,S3248RN_segment_1-MFCC.png,1.0,6.094060256423005e-10,0,0,S3248RN_segment_1-Mel_Spectrogram.png,1.0,4.2547779188772944e-10,0,0,S3248RN_segment_1-CQT.png,0.9312824606895448,0.0687174946069717,0,0,S3248RN_segment_1-Chromagram.png,0.9940952062606812,0.0059047169052064,0,0,0.9855764985084532,0.014423480634042776,0
H20246N-Mel_Spectrogram.png,2.9742963647549917e-08,1.0,1,1,H20246N,,,,,,H20246N-MFCC.png,1.6850210649395824e-15,1.0,1,1,H20246N-Mel_Spectrogram.png,2.9742963647549917e-08,1.0,1,1,H20246N-CQT.png,9.983839532878849e-08,0.9999998807907104,1,1,H20246N-Chromagram.png,3.459107631442748e-07,0.9999996423721312,1,1,8.306992625963407e-08,0.9999999254941941,1
S673RN_segment_2-Mel_Spectrogram.png,1.0,3.160061379237078e-10,0,0,S673RN_segment_2,,,,,,S673RN_segment_2-MFCC.png,1.0,1.575646813023468e-08,0,0,S673RN_segment_2-Mel_Spectrogram.png,1.0,3.160061379237078e-10,0,0,S673RN_segment_2-CQT.png,0.999929428100586,7.057113543851301e-05,0,0,S673RN_segment_2-Chromagram.png,0.736814558506012,0.2631854116916656,0,0,0.967084176838398,0.03291582137287942,0
H7235N-Mel_Spectrogram.png,5.558368432190264e-09,1.0,1,1,H7235N,,,,,,H7235N-MFCC.png,3.4324670154888185e-17,1.0,1,1,H7235N-Mel_Spectrogram.png,5.558368432190264e-09,1.0,1,1,H7235N-CQT.png,1.7805557206429515e-07,0.9999998807907104,1,1,H7235N-Chromagram.png,1.87264781459362e-08,1.0,1,1,4.9633887004701536e-08,0.9999999701976777,1
U1609RN_segment_1-Mel_Spectrogram.png,1.0,8.464223100190793e-09,0,0,U1609RN_segment_1,,,,,,U1609RN_segment_1-MFCC.png,0.9998283386230468,0.0001716613769531,0,0,U1609RN_segment_1-Mel_Spectrogram.png,1.0,8.464223100190793e-09,0,0,U1609RN_segment_1-CQT.png,0.999990940093994,9.080051313503644e-06,0,0,U1609RN_segment_1-Chromagram.png,0.9692302346229552,0.0307698398828506,0,0,0.9961300566792489,0.003869961902415389,0
H3346N-Mel_Spectrogram.png,4.259306933818152e-06,0.9999957084655762,1,1,H3346N,,,,,,H3346N-MFCC.png,5.883628029224042e-10,1.0,1,1,H3346N-Mel_Spectrogram.png,4.259306933818152e-06,0.9999957084655762,1,1,H3346N-CQT.png,1.6853339557254543e-10,1.0,1,1,H3346N-Chromagram.png,1.7281197306484586e-10,1.0,1,1,2.1297907471049676e-06,0.9999978542327883,1
S299RN_segment_2-Mel_Spectrogram.png,1.0,2.1444881460885856e-12,0,0,S299RN_segment_2,,,,,,S299RN_segment_2-MFCC.png,0.9999998807907104,1.1838229596605745e-07,0,0,S299RN_segment_2-Mel_Spectrogram.png,1.0,2.1444881460885856e-12,0,0,S299RN_segment_2-CQT.png,0.9999959468841552,3.997648946096888e-06,0,0,S299RN_segment_2-Chromagram.png,0.0387040860950946,0.9612958431243896,0,1,0.8798369825817646,0.12016299460164448,0
H13150N-Mel_Spectrogram.png,1.0467525868307349e-07,0.9999998807907104,1,1,H13150N,,,,,,H13150N-MFCC.png,4.945142127831891e-19,1.0,1,1,H13150N-Mel_Spectrogram.png,1.0467525868307349e-07,0.9999998807907104,1,1,H13150N-CQT.png,7.635558157970124e-11,1.0,1,1,H13150N-Chromagram.png,5.2283204432512775e-09,1.0,1,1,5.30102582923999e-08,0.9999999403953554,1
S3699RN_segment_1-Mel_Spectrogram.png,0.9999995231628418,4.4147523681203893e-07,0,0,S3699RN_segment_1,,,,,,S3699RN_segment_1-MFCC.png,0.8337863683700562,0.166213572025299,0,0,S3699RN_segment_1-Mel_Spectrogram.png,0.9999995231628418,4.4147523681203893e-07,0,0,S3699RN_segment_1-CQT.png,1.0,9.488216434760945e-09,0,0,S3699RN_segment_1-Chromagram.png,0.9784777164459229,0.021522220224142,0,0,0.9765327721834184,0.02346719714085264,0
S1657RN_segment_1-Mel_Spectrogram.png,0.9998533725738524,0.0001465829991502,0,0,S1657RN_segment_1,S1657RN_segment_1_lyrics.txt,0.9444261193275452,0.0555738992989063,0.0,0.0,S1657RN_segment_1-MFCC.png,0.9833842515945436,0.0166156869381666,0,0,S1657RN_segment_1-Mel_Spectrogram.png,0.9998533725738524,0.0001465829991502,0,0,S1657RN_segment_1-CQT.png,0.9999947547912598,5.238492576609133e-06,0,0,S1657RN_segment_1-Chromagram.png,0.9950762391090392,0.0049237771891057,0,0,0.98667157292366,0.013328407170683891,0
