filename_mel,prob_ai_mel,prob_human_mel,true_label_mel,pred_label_mel,base_filename,filename_lyrics,prob_ai_lyrics,prob_human_lyrics,true_label_lyrics,pred_label_lyrics,filename_mfcc,prob_ai_mfcc,prob_human_mfcc,true_label_mfcc,pred_label_mfcc,filename_plp,prob_ai_plp,prob_human_plp,true_label_plp,pred_label_plp,filename_cqt,prob_ai_cqt,prob_human_cqt,true_label_cqt,pred_label_cqt,filename_chrm,prob_ai_chrm,prob_human_chrm,true_label_chrm,pred_label_chrm,weighted_prob_ai,weighted_prob_human,final_pred_label
H279N-Mel_Spectrogram.png,1.1099976493511574e-09,1.0,1,1,H279N,,,,,,H279N-MFCC.png,5.507722099576395e-13,1.0,1,1,H279N_plp.png,0.3819201588630676,0.6180798411369324,1,1,H279N-CQT.png,1.6755206111440655e-09,1.0,1,1,H279N-Chromagram.png,1.1091939313701005e-06,0.999998927116394,1,1,8.344358506029091e-10,1.0,1
H8167N-Mel_Spectrogram.png,6.551629239126554e-10,1.0,1,1,H8167N,,,,,,H8167N-MFCC.png,1.3672250133822672e-05,0.9999862909317015,1,1,H8167N_plp.png,0.1785121262073516,0.8214879035949707,1,1,H8167N-CQT.png,4.0464362882630667e-07,0.9999996423721312,1,1,H8167N-Chromagram.png,0.108671985566616,0.8913280367851257,1,1,4.625184897540565e-06,0.9999953707059225,1
S4594RN_segment_1-Mel_Spectrogram.png,1.0,8.372043835101761e-13,0,0,S4594RN_segment_1,,,,,,S4594RN_segment_1-MFCC.png,1.0,1.766646939849181e-09,0,0,S4594RN_segment_1_plp.png,0.8067808747291565,0.1932191699743271,0,0,S4594RN_segment_1-CQT.png,0.998728573322296,0.0012714118929579,0,0,S4594RN_segment_1-Chromagram.png,0.9939520955085754,0.0060478691011667,0,0,0.9997880955537161,0.00021190257146056548,0
U524RN_segment_1_stretched-Mel_Spectrogram.png,1.0,5.991906970592709e-10,0,0,U524RN_segment_1_stretched,,,,,,U524RN_segment_1_stretched-MFCC.png,1.0,6.5424814003900425e-12,0,0,U524RN_segment_1_stretched_plp.png,0.985803484916687,0.0141965299844741,0,0,U524RN_segment_1_stretched-CQT.png,1.0,1.357173040616999e-09,0,0,U524RN_segment_1_stretched-Chromagram.png,0.999000370502472,0.000999649753794,0,0,1.0,5.279716824325987e-10,0
U1301RN_segment_2_stretched-Mel_Spectrogram.png,0.9999868869781494,1.315380086452933e-05,0,0,U1301RN_segment_2_stretched,,,,,,U1301RN_segment_2_stretched-MFCC.png,1.0,3.451138680388155e-12,0,0,U1301RN_segment_2_stretched_plp.png,0.9144046306610109,0.0855953395366668,0,0,U1301RN_segment_2_stretched-CQT.png,0.999876856803894,0.0001231662899954,0,0,U1301RN_segment_2_stretched-Chromagram.png,0.9725766777992249,0.0274233408272266,0,0,0.9999729196230571,2.7104616581877565e-05,0
H22433N-Mel_Spectrogram.png,9.916481857885628e-09,1.0,1,1,H22433N,,,,,,H22433N-MFCC.png,2.032459815382026e-05,0.9999797344207764,1,1,H22433N_plp.png,0.236477717757225,0.7635223269462585,1,1,H22433N-CQT.png,1.2666443581110798e-05,0.9999873638153076,1,1,H22433N-Chromagram.png,0.0016673885984346,0.998332679271698,1,1,8.890898222387498e-06,0.9999911387761434,1
S2018RN_segment_1-Mel_Spectrogram.png,1.0,1.5551948617797958e-11,0,0,S2018RN_segment_1,,,,,,S2018RN_segment_1-MFCC.png,0.999997615814209,2.3449176751455525e-06,0,0,S2018RN_segment_1_plp.png,0.9264717698097228,0.0735282152891159,0,0,S2018RN_segment_1-CQT.png,1.0,1.174215564191117e-12,0,0,S2018RN_segment_1-Chromagram.png,1.0,3.942167126069762e-08,0,0,0.9999992052714032,7.816471967254206e-07,0
S4062RN_segment_1-Mel_Spectrogram.png,0.9999780654907228,2.1978419681545347e-05,0,0,S4062RN_segment_1,,,,,,S4062RN_segment_1-MFCC.png,0.0498140156269073,0.950186014175415,0,1,S4062RN_segment_1_plp.png,0.2440656125545501,0.7559343576431274,0,1,S4062RN_segment_1-CQT.png,0.9999048709869384,9.513563418295234e-05,0,0,S4062RN_segment_1-Chromagram.png,0.8322606682777405,0.1677393764257431,0,0,0.6832445164521537,0.3167555165406763,0
U379RN_segment_2_stretched-Mel_Spectrogram.png,1.0,9.72198085924525e-11,0,0,U379RN_segment_2_stretched,,,,,,U379RN_segment_2_stretched-MFCC.png,1.0,1.3909440370262166e-15,0,0,U379RN_segment_2_stretched_plp.png,0.9342440366744996,0.0657559633255004,0,0,U379RN_segment_2_stretched-CQT.png,0.9993464350700378,0.0006535423453897,0,0,U379RN_segment_2_stretched-Chromagram.png,0.9962759017944336,0.0037241280078887,0,0,0.999891072511673,0.00010892377284198461,0
H17644N-Mel_Spectrogram.png,4.016103218873468e-07,0.9999996423721312,1,1,H17644N,,,,,,H17644N-MFCC.png,0.0057494421489536,0.9942505359649658,1,1,H17644N_plp.png,0.0628855004906654,0.9371145367622375,1,1,H17644N-CQT.png,2.436391923765769e-07,0.9999997615814208,1,1,H17644N-Chromagram.png,0.7611473798751831,0.2388526648283004,1,0,0.0019167221280108732,0.9980832934379579,1
U1081RN_segment_2-Mel_Spectrogram.png,1.0,2.850057412295825e-10,0,0,U1081RN_segment_2,U1081RN_segment_2_lyrics.txt,0.1070261299610138,0.8929738402366638,0.0,1.0,U1081RN_segment_2-MFCC.png,1.0,1.2659078230115026e-09,0,0,U1081RN_segment_2_plp.png,0.8878518342971802,0.112148143351078,0,0,U1081RN_segment_2-CQT.png,0.000115285605716,0.9998847246170044,0,1,U1081RN_segment_2-Chromagram.png,0.2589282691478729,0.7410717010498047,0,1,0.5428219805449771,0.45717800889504917,0
S5037RN_segment_2_shifted-Mel_Spectrogram.png,1.0,5.2710744502349347e-17,0,0,S5037RN_segment_2_shifted,,,,,,S5037RN_segment_2_shifted-MFCC.png,1.0,1.7309025736310598e-19,0,0,S5037RN_segment_2_shifted_plp.png,0.9882269501686096,0.011773026548326,0,0,S5037RN_segment_2_shifted-CQT.png,1.0,1.233265989331045e-10,0,0,S5037RN_segment_2_shifted-Chromagram.png,1.0,8.650203817128777e-12,0,0,1.0,2.0554459568586422e-11,0
S5248RN_segment_1-Mel_Spectrogram.png,1.0,2.1168810248554245e-13,0,0,S5248RN_segment_1,,,,,,S5248RN_segment_1-MFCC.png,1.0,6.54635070110321e-12,0,0,S5248RN_segment_1_plp.png,0.5820300579071045,0.4179699718952179,0,0,S5248RN_segment_1-CQT.png,0.9999877214431764,1.2326108844717965e-05,0,0,S5248RN_segment_1-Chromagram.png,1.0,5.5661370623738555e-08,0,0,0.9999979535738628,2.0543537620806125e-06,0
U52RN_segment_1_shifted-Mel_Spectrogram.png,1.0,5.618294024456461e-12,0,0,U52RN_segment_1_shifted,,,,,,U52RN_segment_1_shifted-MFCC.png,1.0,4.025930977480385e-10,0,0,U52RN_segment_1_shifted_plp.png,0.8579794764518738,0.1420204490423202,0,0,U52RN_segment_1_shifted-CQT.png,0.0003167342219967,0.9996832609176636,0,1,U52RN_segment_1_shifted-Chromagram.png,0.9995251893997192,0.0004748169449158,0,0,0.8333861223703328,0.16661387695661747,0
S1043RN_segment_2-Mel_Spectrogram.png,1.0,4.998076952311692e-10,0,0,S1043RN_segment_2,,,,,,S1043RN_segment_2-MFCC.png,1.0,9.234718767459071e-09,0,0,S1043RN_segment_2_plp.png,0.9716208577156068,0.0283792056143283,0,0,S1043RN_segment_2-CQT.png,1.0,7.620605257940837e-10,0,0,S1043RN_segment_2-Chromagram.png,0.9996894598007202,0.0003105797222815,0,0,1.0,3.4551535244009565e-09,0
H16356N-Mel_Spectrogram.png,4.623325160213465e-12,1.0,1,1,H16356N,H16356N_lyrics.txt,0.0584862641990184,0.9415137767791748,1.0,1.0,H16356N-MFCC.png,1.1872765270926067e-10,1.0,1,1,H16356N_plp.png,0.3754239976406097,0.6245760321617126,1,1,H16356N-CQT.png,3.5666456767169405e-15,1.0,1,1,H16356N-Chromagram.png,1.8734874984716043e-08,1.0,1,1,0.023394505704740245,0.9766055107116697,1
S3002RN_segment_1-Mel_Spectrogram.png,1.0,1.301230095895889e-10,0,0,S3002RN_segment_1,,,,,,S3002RN_segment_1-MFCC.png,1.0,5.824438425051233e-14,0,0,S3002RN_segment_1_plp.png,0.4288023114204407,0.5711976885795593,0,1,S3002RN_segment_1-CQT.png,1.0,2.5880964038549337e-10,0,0,S3002RN_segment_1-Chromagram.png,0.999993085861206,6.87001011101529e-06,0,0,1.0,1.0821585965379352e-10,0
S770RN_segment_1-Mel_Spectrogram.png,1.0,8.982692248447195e-14,0,0,S770RN_segment_1,,,,,,S770RN_segment_1-MFCC.png,1.0,5.899170583446857e-13,0,0,S770RN_segment_1_plp.png,0.8224920630455017,0.1775078922510147,0,0,S770RN_segment_1-CQT.png,0.9999233484268188,7.668717444175854e-05,0,0,S770RN_segment_1-Chromagram.png,0.998801589012146,0.0011984617449343,0,0,0.9999872247378032,1.2781195981845571e-05,0
